,0
1686,b'4632'
1687,b'62'
1688,b'259'
1689,b'66'
1690,b'9482'
1691,b'252'
1692,b'69'
1693,b'257'
1694,b'2201'
1695,b'2204'
1696,b'1163'
1697,b'7116'
1698,b'7152'
1699,b'7098'
1700,b'5774'
1701,b'5915'
1702,b'404'
1703,b'116'
1704,b'104'
1705,b'391'
1706,b'5829'
1707,b'2150'
1708,b'9008'
1709,b'2151'
1710,b'631'
1711,b'7292'
1712,b'8973'
1713,b'5751'
1714,b'7297'
1715,b'7299'
1716,b'466'
1717,b'461'
1718,b'402'
1719,b'9504'
1720,b'1862'
1721,b'168'
1722,b'169'
1723,b'7483'
1724,b'7482'
1725,b'1868'
1726,b'8266'
1727,b'167'
1728,b'160'
1729,b'283'
1730,b'162'
1731,b'163'
1732,b'4935'
1733,b'5245'
1734,b'397'
1735,b'6197'
1736,b'6190'
1737,b'8954'
1738,b'9434'
1739,b'6199'
1740,b'9342'
1741,b'5116'
1742,b'9344'
1743,b'5299'
1744,b'9349'
1745,b'5292'
1746,b'5883'
1747,b'5887'
1748,b'5884'
1749,b'5056'
1750,b'5888'
1751,b'8275'
1752,b'7570'
1753,b'5728'
1754,b'5729'
1755,b'6418'
1756,b'9411'
1757,b'5722'
1758,b'7578'
1759,b'7201'
1760,b'6416'
1761,b'6411'
1762,b'7206'
1763,b'5724'
1764,b'6412'
1765,b'6994'
1766,b'5871'
1767,b'6226'
1768,b'9'
1769,b'7472'
1770,b'7837'
1771,b'5755'
1772,b'895'
1773,b'8314'
1774,b'5202'
1775,b'8310'
1776,b'1153'
1777,b'5207'
1778,b'8313'
1779,b'9041'
1780,b'9045'
1781,b'5970'
1782,b'7331'
1783,b'7330'
1784,b'641'
1785,b'5838'
1786,b'7504'
1787,b'7506'
1788,b'7507'
1789,b'7502'
1790,b'7508'
1791,b'7438'
1792,b'359'
1793,b'216'
1794,b'217'
1795,b'214'
1796,b'215'
1797,b'212'
1798,b'213'
1799,b'210'
1800,b'1782'
1801,b'5992'
1802,b'219'
1803,b'7113'
1804,b'6127'
1805,b'7110'
1806,b'6121'
1807,b'6120'
1808,b'6129'
1809,b'2320'
1810,b'2327'
1811,b'5999'
1812,b'5377'
1813,b'7035'
1814,b'1072'
1815,b'1073'
1816,b'5373'
1817,b'5902'
1818,b'288'
1819,b'5900'
1820,b'5901'
1821,b'5906'
1822,b'4'
1823,b'5904'
1824,b'5905'
1825,b'281'
1826,b'280'
1827,b'5908'
1828,b'282'
1829,b'287'
1830,b'2290'
1831,b'6998'
1832,b'8225'
1833,b'9007'
1834,b'6996'
1835,b'7291'
1836,b'8631'
1837,b'263'
1838,b'262'
1839,b'261'
1840,b'260'
1841,b'267'
1842,b'266'
1843,b'264'
1844,b'269'
1845,b'268'
1846,b'5517'
1847,b'7080'
1848,b'51'
1849,b'258'
1850,b'8701'
1851,b'9179'
1852,b'1416'
1853,b'5159'
1854,b'5158'
1855,b'7479'
1856,b'6451'
1857,b'6906'
1858,b'6905'
1859,b'5606'
1860,b'6455'
1861,b'8687'
1862,b'5769'
1863,b'9490'
1864,b'9143'
1865,b'5762'
1866,b'5763'
1867,b'7024'
1868,b'1858'
1869,b'7522'
1870,b'4802'
1871,b'1850'
1872,b'5565'
1873,b'9354'
1874,b'1857'
1875,b'429'
1876,b'6309'
1877,b'2175'
1878,b'421'
1879,b'9469'
1880,b'1391'
1881,b'309'
1882,b'302'
1883,b'306'
1884,b'8970'
1885,b'6730'
1886,b'1936'
1887,b'6146'
1888,b'5678'
1889,b'8353'
1890,b'373'
1891,b'5122'
1892,b'6425'
1893,b'7379'
1894,b'6427'
1895,b'7277'
1896,b'7275'
1897,b'7376'
1898,b'6458'
1899,b'374'
1900,b'7425'
1901,b'7423'
1902,b'8976'
1903,b'5730'
1904,b'7100'
1905,b'5835'
1906,b'5331'
1907,b'5335'
1908,b'7151'
1909,b'5337'
1910,b'5339'
1911,b'7017'
1912,b'7150'
1913,b'7011'
1914,b'5946'
1915,b'1738'
1916,b'5945'
1917,b'5942'
1918,b'5943'
1919,b'5940'
1920,b'1981'
1921,b'1730'
1922,b'5232'
1923,b'5948'
1924,b'1736'
1925,b'5785'
1926,b'5787'
1927,b'5780'
1928,b'5781'
1929,b'8824'
1930,b'5788'
1931,b'5789'
1932,b'8770'
1933,b'8777'
1934,b'8774'
1935,b'2180'
1936,b'2187'
1937,b'229'
1938,b'228'
1939,b'227'
1940,b'225'
1941,b'224'
1942,b'223'
1943,b'222'
1944,b'393'
1945,b'7168'
1946,b'1026'
1947,b'5364'
1948,b'9499'
1949,b'6116'
1950,b'7166'
1951,b'6453'
1952,b'9302'
1953,b'7584'
1954,b'390'
1955,b'1749'
1956,b'5740'
1957,b'1744'
1958,b'6147'
1959,b'1740'
1960,b'1742'
1961,b'396'
1962,b'7283'
1963,b'607'
1964,b'122'
1965,b'395'
1966,b'157'
1967,b'7284'
1968,b'1865'
1969,b'7580'
1970,b'6144'
1971,b'1169'
1972,b'5979'
1973,b'5494'
1974,b'5767'
1975,b'6942'
1976,b'6953'
1977,b'8274'
1978,b'5645'
1979,b'6946'
1980,b'8271'
1981,b'8270'
1982,b'6402'
1983,b'4927'
1984,b'48'
1985,b'4997'
1986,b'7135'
1987,b'45'
1988,b'957'
1989,b'8673'
1990,b'5'
1991,b'9496'
1992,b'5914'
1993,b'7139'
1994,b'5160'
1995,b'9351'
1996,b'9356'
1997,b'9355'
1998,b'1859'
1999,b'8395'
2000,b'5282'
2001,b'5285'
2002,b'5735'
2003,b'5737'
2004,b'5736'
2005,b'5731'
2006,b'8557'
2007,b'5733'
2008,b'5732'
2009,b'8412'
2010,b'8411'
2011,b'5739'
2012,b'5738'
2013,b'8265'
2014,b'7239'
2015,b'6236'
2016,b'8992'
2017,b'8996'
2018,b'1366'
2019,b'1585'
2020,b'5916'
2021,b'1362'
2022,b'1363'
2023,b'1360'
2024,b'2300'
2025,b'7463'
2026,b'7462'
2027,b'6401'
2028,b'1864'
